"","call","put","strike","Share","symbol","trade_date","ex_date","libor_rate","volatility","t","new_libor"
"43",11.53,21.074,160,147.800003051758,"JNJ",2020-11-11,2023-01-20,0.032972,21.137,3.17460317460317,0.0441696825396825
"44",NA,21.256,160,148.300003051758,"JNJ",2020-11-12,2023-01-20,0.032972,20.299,3.17063492063492,0.0441765079365079
"45",NA,20.919,160,149.899993896484,"JNJ",2020-11-13,2023-01-20,0.032972,21.286,3.16666666666667,0.0441833333333333
"46",NA,21.184,160,150.850006103516,"JNJ",2020-11-16,2023-01-20,0.032972,21.51,3.1547619047619,0.0442038095238095
"47",13,21.035,160,149.350006103516,"JNJ",2020-11-17,2023-01-20,0.032972,21.041,3.15079365079365,0.0442106349206349
"48",10.4,21.003,160,147.369995117188,"JNJ",2020-11-18,2023-01-20,0.032972,21.631,3.1468253968254,0.0442174603174603
"49",NA,21.155,160,147.139999389648,"JNJ",2020-11-19,2023-01-20,0.032972,20.742,3.14285714285714,0.0442242857142857
"50",10.8,21.097,160,146.360000610352,"JNJ",2020-11-20,2023-01-20,0.032972,20.823,3.13888888888889,0.0442311111111111
"51",NA,21.261,160,143.869995117188,"JNJ",2020-11-23,2023-01-20,0.032972,20.978,3.12698412698413,0.0442515873015873
"52",10.15,21.105,160,NA,"JNJ",2020-11-24,2023-01-20,0.032972,20.841,3.12301587301587,0.0442584126984127
"53",NA,20.908,160,143.679992675781,"JNJ",2020-11-25,2023-01-20,0.032972,20.621,3.11904761904762,0.0442652380952381
"54",NA,21.54,160,144,"JNJ",2020-11-27,2023-01-20,0.032972,21.003,3.11111111111111,0.0442788888888889
"55",NA,20.837,160,144.679992675781,"JNJ",2020-11-30,2023-01-20,0.032972,20.882,3.09920634920635,0.0442993650793651
"56",11.9,20.523,160,147.449996948242,"JNJ",2020-12-01,2023-01-20,0.032972,21.155,3.0952380952381,0.0443061904761905
"57",11.9,21.095,160,148.139999389648,"JNJ",2020-12-02,2023-01-20,0.032972,21.503,3.09126984126984,0.0443130158730159
"58",12.25,21.035,160,149,"JNJ",2020-12-03,2023-01-20,0.032972,21.664,3.08730158730159,0.0443198412698413
"59",12.62,21.309,160,150.270004272461,"JNJ",2020-12-04,2023-01-20,0.032972,21.343,3.08333333333333,0.0443266666666667
"60",12.3,21.319,160,148.970001220703,"JNJ",2020-12-07,2023-01-20,0.032972,20.981,3.07142857142857,0.0443471428571429
"61",13.47,21.813,160,151.550003051758,"JNJ",2020-12-08,2023-01-20,0.032972,22.186,3.06746031746032,0.0443539682539683
"62",13.25,22.217,160,153.100006103516,"JNJ",2020-12-09,2023-01-20,0.032972,21.948,3.06349206349206,0.0443607936507937
"63",14,21.785,160,152.25,"JNJ",2020-12-10,2023-01-20,0.032972,21.927,3.05952380952381,0.0443676190476191
"64",14.95,22.044,160,152.949996948242,"JNJ",2020-12-11,2023-01-20,0.032972,21.365,3.05555555555556,0.0443744444444444
"65",NA,22.006,160,149.070007324219,"JNJ",2020-12-14,2023-01-20,0.032972,22.044,3.04365079365079,0.0443949206349206
"66",13.45,21.877,160,150.570007324219,"JNJ",2020-12-15,2023-01-20,0.032972,22.489,3.03968253968254,0.044401746031746
"67",12.8,21.279,160,149.669998168945,"JNJ",2020-12-16,2023-01-20,0.032972,22.097,3.03571428571429,0.0444085714285714
"68",14.2,21.928,160,153.619995117188,"JNJ",2020-12-17,2023-01-20,0.032972,21.27,3.03174603174603,0.0444153968253968
"69",NA,21.632,160,154.509994506836,"JNJ",2020-12-18,2023-01-20,0.032972,20.462,3.02777777777778,0.0444222222222222
"70",NA,22.381,160,153.020004272461,"JNJ",2020-12-21,2023-01-20,0.032972,22.128,3.01587301587302,0.0444426984126984
"71",14.2,22.194,160,152.720001220703,"JNJ",2020-12-22,2023-01-20,0.032972,21.297,3.01190476190476,0.0444495238095238
"72",NA,22.075,160,151.940002441406,"JNJ",2020-12-23,2023-01-20,0.032972,21.362,3.00793650793651,0.0444563492063492
"73",NA,22.918,160,152.470001220703,"JNJ",2020-12-24,2023-01-20,0.032972,22.185,3.00396825396825,0.0444631746031746
"74",14.15,21.908,160,153.190002441406,"JNJ",2020-12-28,2023-01-20,0.032972,22.743,2.98809523809524,0.0444933333333333
"75",14.85,21.226,160,154.139999389648,"JNJ",2020-12-29,2023-01-20,0.032972,22.389,2.98412698412698,0.0445011111111111
"76",15.6,22.43,160,156.050003051758,"JNJ",2020-12-30,2023-01-20,0.032972,22.334,2.98015873015873,0.0445088888888889
"77",15.55,22.109,160,157.380004882812,"JNJ",2020-12-31,2023-01-20,0.032972,22.258,2.97619047619048,0.0445166666666667
"78",16.75,22.133,160,156.5,"JNJ",2021-01-04,2023-01-20,0.032972,22.425,2.96031746031746,0.0445477777777778
"79",17.05,22.185,160,158.339996337891,"JNJ",2021-01-05,2023-01-20,0.032972,22.229,2.95634920634921,0.0445555555555556
"80",18.3,22.481,160,159.830001831055,"JNJ",2021-01-06,2023-01-20,0.032972,21.713,2.95238095238095,0.0445633333333333
"81",18.23,22.305,160,160.369995117188,"JNJ",2021-01-07,2023-01-20,0.032972,22.132,2.9484126984127,0.0445711111111111
"82",19.4,22.668,160,160.039993286133,"JNJ",2021-01-08,2023-01-20,0.032972,22.89,2.94444444444444,0.0445788888888889
"83",17.85,22.331,160,159.369995117188,"JNJ",2021-01-11,2023-01-20,0.032972,22.493,2.93253968253968,0.0446022222222222
"84",16.15,22.582,160,158.130004882812,"JNJ",2021-01-12,2023-01-20,0.032972,22.197,2.92857142857143,0.04461
"85",16.15,22.679,160,157.889999389648,"JNJ",2021-01-13,2023-01-20,0.032972,22.576,2.92460317460317,0.0446177777777778
"86",18.25,22.655,160,160.649993896484,"JNJ",2021-01-14,2023-01-20,0.032972,22.512,2.92063492063492,0.0446255555555556
"87",18.5,22.275,160,160.300003051758,"JNJ",2021-01-15,2023-01-20,0.032972,22.63,2.91666666666667,0.0446333333333333
"88",20.65,23.532,160,162.779998779297,"JNJ",2021-01-19,2023-01-20,0.032972,24.013,2.90079365079365,0.0446644444444444
"89",19.68,23.04,160,162.380004882812,"JNJ",2021-01-20,2023-01-20,0.032972,23.227,2.8968253968254,0.0446722222222222
"90",19.5,23.07,160,161.729995727539,"JNJ",2021-01-21,2023-01-20,0.032972,23.963,2.89285714285714,0.04468
"91",21,23.989,160,163.550003051758,"JNJ",2021-01-22,2023-01-20,0.032972,24.032,2.88888888888889,0.0446877777777778
"92",23,25.096,160,165.979995727539,"JNJ",2021-01-25,2023-01-20,0.032972,24.483,2.87698412698413,0.0447111111111111
"93",26.7,24.654,160,170.479995727539,"JNJ",2021-01-26,2023-01-20,0.032972,24.642,2.87301587301587,0.0447188888888889
"94",24.63,24.993,160,167.880004882812,"JNJ",2021-01-27,2023-01-20,0.032972,24.825,2.86904761904762,0.0447266666666667
"95",NA,24.703,160,169.160003662109,"JNJ",2021-01-28,2023-01-20,0.032972,24.79,2.86507936507937,0.0447344444444444
"96",21.7,24.816,160,163.130004882812,"JNJ",2021-01-29,2023-01-20,0.032972,25.324,2.86111111111111,0.0447422222222222
"97",21.1,24.8,160,162.710006713867,"JNJ",2021-02-01,2023-01-20,0.032972,25.085,2.84920634920635,0.0447655555555556
"98",19.8,23.747,160,161.25,"JNJ",2021-02-02,2023-01-20,0.032972,24.072,2.8452380952381,0.0447733333333333
"99",19,23.781,160,160.5,"JNJ",2021-02-03,2023-01-20,0.032972,24.238,2.84126984126984,0.0447811111111111
"100",19.18,23.038,160,161.990005493164,"JNJ",2021-02-04,2023-01-20,0.032972,22.855,2.83730158730159,0.0447888888888889
"101",21.08,23.71,160,164.449996948242,"JNJ",2021-02-05,2023-01-20,0.032972,22.744,2.83333333333333,0.0447966666666667
"102",20.82,23.685,160,164.919998168945,"JNJ",2021-02-08,2023-01-20,0.032972,23.802,2.82142857142857,0.04482
"103",22.25,23.869,160,166.270004272461,"JNJ",2021-02-09,2023-01-20,0.032972,24.119,2.81746031746032,0.0448277777777778
"104",NA,24.633,160,166.809997558594,"JNJ",2021-02-10,2023-01-20,0.032972,23.753,2.81349206349206,0.0448355555555556
"105",20.95,23.886,160,166.059997558594,"JNJ",2021-02-11,2023-01-20,0.032972,24.567,2.80952380952381,0.0448433333333333
"106",22,24.331,160,166.580001831055,"JNJ",2021-02-12,2023-01-20,0.032972,24.389,2.80555555555556,0.0448511111111111
"107",21.5,24.076,160,165.070007324219,"JNJ",2021-02-16,2023-01-20,0.032972,24.51,2.78968253968254,0.0448822222222222
"108",21.7,24.483,160,165.660003662109,"JNJ",2021-02-17,2023-01-20,0.032972,24.459,2.78571428571429,0.04489
"109",21.8,23.811,160,165.740005493164,"JNJ",2021-02-18,2023-01-20,0.032972,23.62,2.78174603174603,0.0448977777777778
"110",20.25,22.968,160,162.979995727539,"JNJ",2021-02-19,2023-01-20,0.032972,23.818,2.77777777777778,0.0449055555555556
"111",19.3,23.593,160,161.869995117188,"JNJ",2021-02-22,2023-01-20,0.032972,23.947,2.76587301587302,0.0449288888888889
"112",19.4,23.234,160,NA,"JNJ",2021-02-23,2023-01-20,0.032972,24.415,2.76190476190476,0.0449366666666667
"113",21.5,24.115,160,162.589996337891,"JNJ",2021-02-24,2023-01-20,0.032972,24.151,2.75793650793651,0.0449444444444444
"114",NA,24.04,160,162.759994506836,"JNJ",2021-02-25,2023-01-20,0.032972,24.179,2.75396825396825,0.0449522222222222
"115",18.67,23.795,160,158.460006713867,"JNJ",2021-02-26,2023-01-20,0.032972,23.169,2.75,0.04496
"116",18.17,23.011,160,159.320007324219,"JNJ",2021-03-01,2023-01-20,0.032972,23.68,2.73809523809524,0.0449833333333333
"117",17.9,21.91,160,159.020004272461,"JNJ",2021-03-02,2023-01-20,0.032972,23.787,2.73412698412698,0.0449911111111111
"118",16.5,23.359,160,156.220001220703,"JNJ",2021-03-03,2023-01-20,0.032972,23.27,2.73015873015873,0.0449988888888889
"119",14.05,22.224,160,153.070007324219,"JNJ",2021-03-04,2023-01-20,0.032972,22.673,2.72619047619048,0.0450066666666667
"120",16.2,22.461,160,156.100006103516,"JNJ",2021-03-05,2023-01-20,0.032972,23.43,2.72222222222222,0.0450144444444444
"121",16.72,22.56,160,157.399993896484,"JNJ",2021-03-08,2023-01-20,0.032972,22.85,2.71031746031746,0.0450377777777778
"122",16.48,22.247,160,157.699996948242,"JNJ",2021-03-09,2023-01-20,0.032972,22.046,2.70634920634921,0.0450455555555556
"123",17.18,21.725,160,159.149993896484,"JNJ",2021-03-10,2023-01-20,0.032972,23.307,2.70238095238095,0.0450533333333333
"124",17.22,22.99,160,159.139999389648,"JNJ",2021-03-11,2023-01-20,0.032972,23.328,2.6984126984127,0.0450611111111111
"125",17.28,22.343,160,159.600006103516,"JNJ",2021-03-12,2023-01-20,0.032972,22.68,2.69444444444444,0.0450688888888889
"126",17.25,22.885,160,160.419998168945,"JNJ",2021-03-15,2023-01-20,0.032972,22.465,2.68253968253968,0.0450922222222222
"127",17.3,21.193,160,161.369995117188,"JNJ",2021-03-16,2023-01-20,0.032972,21.507,2.67857142857143,0.0451
"128",NA,22.502,160,160.770004272461,"JNJ",2021-03-17,2023-01-20,0.032972,22.666,2.67460317460317,0.0451077777777778
"129",NA,21.017,160,160.470001220703,"JNJ",2021-03-18,2023-01-20,0.032972,22.445,2.67063492063492,0.0451155555555556
"130",16.55,20.637,160,160.039993286133,"JNJ",2021-03-19,2023-01-20,0.032972,22.646,2.66666666666667,0.0451233333333333
"131",16.42,20.015,160,160.5,"JNJ",2021-03-22,2023-01-20,0.032972,21.674,2.6547619047619,0.0451466666666667
"132",16.1,20.364,160,160.350006103516,"JNJ",2021-03-23,2023-01-20,0.032972,20.958,2.65079365079365,0.0451544444444444
"133",16.53,20.956,160,161.910003662109,"JNJ",2021-03-24,2023-01-20,0.032972,20.906,2.6468253968254,0.0451622222222222
"134",16.63,20.309,160,161.970001220703,"JNJ",2021-03-25,2023-01-20,0.032972,20.907,2.64285714285714,0.04517
"135",18,20.13,160,164.929992675781,"JNJ",2021-03-26,2023-01-20,0.032972,19.748,2.63888888888889,0.0451777777777778
"136",19,20.068,160,166.039993286133,"JNJ",2021-03-29,2023-01-20,0.032972,19.574,2.62698412698413,0.0452011111111111
"137",NA,19.506,160,166.039993286133,"JNJ",2021-03-30,2023-01-20,0.032972,19.331,2.62301587301587,0.0452088888888889
"138",NA,19.852,160,165.009994506836,"JNJ",2021-03-31,2023-01-20,0.032972,19.408,2.61904761904762,0.0452166666666667
"139",16.8,18.963,160,164.350006103516,"JNJ",2021-04-01,2023-01-20,0.032972,19.541,2.61507936507937,0.0452244444444444
"140",15.95,19.303,160,163.429992675781,"JNJ",2021-04-05,2023-01-20,0.032972,19.673,2.59920634920635,0.0452555555555556
"141",16.28,19.659,160,163.429992675781,"JNJ",2021-04-06,2023-01-20,0.032972,20.116,2.5952380952381,0.0452633333333333
"142",16.5,18.984,160,163.389999389648,"JNJ",2021-04-07,2023-01-20,0.032972,18.903,2.59126984126984,0.0452711111111111
"143",15.8,19.034,160,163.610000610352,"JNJ",2021-04-08,2023-01-20,0.032972,18.999,2.58730158730159,0.0452788888888889
"144",14.4,19.323,160,162.970001220703,"JNJ",2021-04-09,2023-01-20,0.032972,18.535,2.58333333333333,0.0452866666666667
"145",14.9,20.104,160,161.639999389648,"JNJ",2021-04-12,2023-01-20,0.032972,18.675,2.57142857142857,0.04531
"146",14.2,19.508,160,161.639999389648,"JNJ",2021-04-13,2023-01-20,0.032972,19.121,2.56746031746032,0.0453177777777778
"147",13.9,18.102,160,159.479995727539,"JNJ",2021-04-14,2023-01-20,0.032972,18.986,2.56349206349206,0.0453255555555556
"148",14.3,19.741,160,159.919998168945,"JNJ",2021-04-15,2023-01-20,0.032972,19.779,2.55952380952381,0.0453333333333333
"149",15.2,18.064,160,160.389999389648,"JNJ",2021-04-16,2023-01-20,0.032972,19.388,2.55555555555556,0.0453411111111111
"150",15.05,20.056,160,162.690002441406,"JNJ",2021-04-19,2023-01-20,0.032972,19.191,2.54365079365079,0.0453644444444444
"151",18,19.856,160,162.690002441406,"JNJ",2021-04-20,2023-01-20,0.032972,18.951,2.53968253968254,0.0453722222222222
"152",17.9,19.816,160,166.479995727539,"JNJ",2021-04-21,2023-01-20,0.032972,19.595,2.53571428571429,0.04538
"153",17.25,20.689,160,166.589996337891,"JNJ",2021-04-22,2023-01-20,0.032972,19.269,2.53174603174603,0.0453877777777778
"154",17.85,19.61,160,165.179992675781,"JNJ",2021-04-23,2023-01-20,0.032972,20.161,2.52777777777778,0.0453955555555556
"155",16.69,20.155,160,164.119995117188,"JNJ",2021-04-26,2023-01-20,0.032972,19.765,2.51587301587302,0.0454188888888889
"156",16.2,19.727,160,164.119995117188,"JNJ",2021-04-27,2023-01-20,0.032972,20.515,2.51190476190476,0.0454266666666667
"157",15.6,19.868,160,163.179992675781,"JNJ",2021-04-28,2023-01-20,0.032972,19.769,2.50793650793651,0.0454344444444444
"158",15.7,20.014,160,161.979995727539,"JNJ",2021-04-29,2023-01-20,0.032972,19.632,2.50396825396825,0.0454422222222222
"159",15.8,19.657,160,164.199996948242,"JNJ",2021-04-30,2023-01-20,0.032972,19.838,2.5,0.04545
"160",16.9,19.55,160,165.210006713867,"JNJ",2021-05-03,2023-01-20,0.032972,19.453,2.48809523809524,0.0454733333333333
"161",17.5,20.427,160,165.210006713867,"JNJ",2021-05-04,2023-01-20,0.032972,19.623,2.48412698412698,0.0454811111111111
"162",18.17,19.644,160,167.770004272461,"JNJ",2021-05-05,2023-01-20,0.032972,19.292,2.48015873015873,0.0454888888888889
"163",17.5,19.581,160,167.070007324219,"JNJ",2021-05-06,2023-01-20,0.032972,19.736,2.47619047619048,0.0454966666666667
"164",19.35,19.571,160,167.740005493164,"JNJ",2021-05-07,2023-01-20,0.032972,20.096,2.47222222222222,0.0455044444444444
"165",20.1,19.3,160,170.270004272461,"JNJ",2021-05-10,2023-01-20,0.032972,19.498,2.46031746031746,0.0455277777777778
"166",19.8,19.709,160,170.270004272461,"JNJ",2021-05-11,2023-01-20,0.032972,19.644,2.45634920634921,0.0455355555555556
"167",19.03,19.48,160,168.880004882812,"JNJ",2021-05-12,2023-01-20,0.032972,19.465,2.45238095238095,0.0455433333333333
"168",20,19.405,160,168.199996948242,"JNJ",2021-05-13,2023-01-20,0.032972,20.265,2.4484126984127,0.0455511111111111
"169",20.3,19.931,160,169.960006713867,"JNJ",2021-05-14,2023-01-20,0.032972,19.871,2.44444444444444,0.0455588888888889
"170",20.32,19.723,160,170.389999389648,"JNJ",2021-05-17,2023-01-20,0.032972,20.831,2.43253968253968,0.0455822222222222
"171",20.36,19.969,160,170.389999389648,"JNJ",2021-05-18,2023-01-20,0.032972,19.958,2.42857142857143,0.04559
"172",19.75,19.972,160,170.449996948242,"JNJ",2021-05-19,2023-01-20,0.032972,19.429,2.42460317460317,0.0455977777777778
"173",21,19.256,160,170.080001831055,"JNJ",2021-05-20,2023-01-20,0.032972,20.205,2.42063492063492,0.0456055555555556
"174",21,20.004,160,171.070007324219,"JNJ",2021-05-21,2023-01-20,0.032972,20.184,2.41666666666667,0.0456133333333333
"175",20.8,19.571,160,170.550003051758,"JNJ",2021-05-24,2023-01-20,0.032972,19.786,2.4047619047619,0.0456366666666667
"176",20.35,19.071,160,170.550003051758,"JNJ",2021-05-25,2023-01-20,0.032972,19.804,2.40079365079365,0.0456444444444444
"177",19.5,20.164,160,170.080001831055,"JNJ",2021-05-26,2023-01-20,0.032972,20.221,2.3968253968254,0.0456522222222222
"178",NA,20.422,160,169.070007324219,"JNJ",2021-05-27,2023-01-20,0.032972,19.747,2.39285714285714,0.04566
"179",20.3,18.866,160,168.809997558594,"JNJ",2021-05-28,2023-01-20,0.032972,19.357,2.38888888888889,0.0456677777777778
"180",17.5,19.337,160,165.529998779297,"JNJ",2021-06-01,2023-01-20,0.032972,18.382,2.37301587301587,0.0456988888888889
"181",17.5,19.841,160,165.529998779297,"JNJ",2021-06-02,2023-01-20,0.032972,20.19,2.36904761904762,0.0457066666666667
"182",NA,19.373,160,166.199996948242,"JNJ",2021-06-03,2023-01-20,0.032972,18.156,2.36507936507937,0.0457144444444444
"183",NA,19.342,160,166.039993286133,"JNJ",2021-06-04,2023-01-20,0.032972,19.051,2.36111111111111,0.0457222222222222
"184",17,19.032,160,164.839996337891,"JNJ",2021-06-07,2023-01-20,0.032972,19.711,2.34920634920635,0.0457455555555556
"185",15.5,19.471,160,164.839996337891,"JNJ",2021-06-08,2023-01-20,0.032972,19.466,2.3452380952381,0.0457533333333333
"186",16.55,19.159,160,163.389999389648,"JNJ",2021-06-09,2023-01-20,0.032972,18.266,2.34126984126984,0.0457611111111111
"187",17.8,19.968,160,165.589996337891,"JNJ",2021-06-10,2023-01-20,0.032972,19.556,2.33730158730159,0.0457688888888889
"188",15.9,17.92,160,167.080001831055,"JNJ",2021-06-11,2023-01-20,0.032972,19.176,2.33333333333333,0.0457766666666667
"189",16.45,18.975,160,165.369995117188,"JNJ",2021-06-14,2023-01-20,0.032972,19.684,2.32142857142857,0.0458
"190",16.1,18.741,160,165.369995117188,"JNJ",2021-06-15,2023-01-20,0.032972,18.929,2.31746031746032,0.0458077777777778
"191",NA,18.938,160,164.490005493164,"JNJ",2021-06-16,2023-01-20,0.032972,18.716,2.31349206349206,0.0458155555555556
"192",16.4,19.129,160,164.429992675781,"JNJ",2021-06-17,2023-01-20,0.032972,18.684,2.30952380952381,0.0458233333333333
"193",14.7,19.196,160,165.220001220703,"JNJ",2021-06-18,2023-01-20,0.032972,20.186,2.30555555555556,0.0458311111111111
"194",15.68,18.576,160,163.839996337891,"JNJ",2021-06-21,2023-01-20,0.032972,18.673,2.29365079365079,0.0458544444444444
"195",14.73,18.518,160,163.839996337891,"JNJ",2021-06-22,2023-01-20,0.032972,18.199,2.28968253968254,0.0458622222222222
"196",14.86,18.372,160,163.619995117188,"JNJ",2021-06-23,2023-01-20,0.032972,18.76,2.28571428571429,0.04587
"197",14.94,18.214,160,162.630004882812,"JNJ",2021-06-24,2023-01-20,0.032972,18.774,2.28174603174603,0.0458777777777778
"198",15.8,18.48,160,163.369995117188,"JNJ",2021-06-25,2023-01-20,0.032972,18.789,2.27777777777778,0.0458855555555556
"199",15.39,17.737,160,164.020004272461,"JNJ",2021-06-28,2023-01-20,0.032972,17.934,2.26587301587302,0.0459088888888889
"200",15,18.457,160,164.020004272461,"JNJ",2021-06-29,2023-01-20,0.032972,18.777,2.26190476190476,0.0459166666666667
"201",15.43,18.721,160,164.029998779297,"JNJ",2021-06-30,2023-01-20,0.032972,18.807,2.25793650793651,0.0459244444444444
"202",16.1,18.718,160,164.740005493164,"JNJ",2021-07-01,2023-01-20,0.032972,18.634,2.25396825396825,0.0459322222222222
"203",18.01,18.869,160,165.960006713867,"JNJ",2021-07-02,2023-01-20,0.032972,19.293,2.25,0.04594
"204",17.25,18.782,160,167.970001220703,"JNJ",2021-07-06,2023-01-20,0.032972,18.666,2.23412698412698,0.0459711111111111
"205",18.5,19.258,160,167.970001220703,"JNJ",2021-07-07,2023-01-20,0.032972,19.268,2.23015873015873,0.0459788888888889
"206",18.55,19.542,160,169.410003662109,"JNJ",2021-07-08,2023-01-20,0.032972,19.448,2.22619047619048,0.0459866666666667
"207",19.1,19.399,160,169.080001831055,"JNJ",2021-07-09,2023-01-20,0.032972,19.323,2.22222222222222,0.0459944444444444
"208",19.2,19.409,160,169.479995727539,"JNJ",2021-07-12,2023-01-20,0.032972,19.374,2.21031746031746,0.0460177777777778
"209",18.6,19.388,160,169.479995727539,"JNJ",2021-07-13,2023-01-20,0.032972,19.377,2.20634920634921,0.0460255555555556
"210",19.33,19.395,160,169.270004272461,"JNJ",2021-07-14,2023-01-20,0.032972,19.423,2.20238095238095,0.0460333333333333
"211",18.45,19.475,160,170.419998168945,"JNJ",2021-07-15,2023-01-20,0.032972,19.467,2.1984126984127,0.0460411111111111
"212",18,19.093,160,168.369995117188,"JNJ",2021-07-16,2023-01-20,0.032972,18.809,2.19444444444444,0.0460488888888889
"213",16.9,20.712,160,166.880004882812,"JNJ",2021-07-19,2023-01-20,0.032972,20.228,2.18253968253968,0.0460722222222222
