,Column1,call,put,strike,Share,symbol,trade_date,ex_date,libor_rate,Implied Volatility,t,new_libor,d,vg_im_sigma,vg_im_nu,vg_im_call
35,12418.0,44.0,6.76,140.0,176.2799988,AAPL,09/02/2022,20/01/2023,0.031609,32.918,1.369047619,0.049303546,8.177974261298175,0.37449050877557166,0.0012754717893173606,44.0000000000004
36,1206.0,41.25,6.15,140.0,172.1199951,AAPL,10/02/2022,18/11/2022,0.029439,33.644,1.115079365,0.050460194,4.679871634385705,0.3657665164671238,0.0013662130114703106,41.2500000000001
37,12419.0,41.24,7.3,140.0,172.1199951,AAPL,10/02/2022,20/01/2023,0.031609,32.848,1.365079365,0.049321619,7.295594132403011,0.3657665164671238,0.0013662130114703106,41.239999999999
38,1207.0,39.31,6.55,140.0,168.6399994,AAPL,11/02/2022,18/11/2022,0.029439,34.642,1.111111111,0.050478267,3.5160316869714165,0.36177573041089744,0.0013647604330829124,39.3100000000001
39,12420.0,38.45,8.46,140.0,168.6399994,AAPL,11/02/2022,20/01/2023,0.031609,33.923,1.361111111,0.049339692,7.743199400492529,0.36177573041089744,0.0013647604330829124,38.4500000000007
40,1209.0,39.51,6.4,140.0,172.7899933,AAPL,15/02/2022,18/11/2022,0.028005,33.807,1.095238095,0.050550557,7.220415343035,0.3646391180034082,0.0013309560866337714,39.5099999999998
41,12422.0,40.95,7.15,140.0,172.7899933,AAPL,15/02/2022,20/01/2023,0.031609,33.32,1.345238095,0.049411982,7.993370584193627,0.3646391180034082,0.0013309560866337714,40.9499999999996
42,1214.0,30.22,9.1,140.0,160.0700073,AAPL,23/02/2022,18/11/2022,0.028005,34.666,1.063492063,0.050695138,6.298088486645355,0.3435217165800389,0.001402845343121912,30.2200000000001
43,12427.0,32.06,10.0,140.0,160.0700073,AAPL,23/02/2022,20/01/2023,0.030872,33.989,1.313492063,0.049556563,6.832651262182679,0.3435217165800389,0.001402845343121912,32.0599999999996
44,1215.0,28.8,9.35,140.0,162.7400055,AAPL,24/02/2022,18/11/2022,0.028005,34.737,1.05952381,0.050713211,10.613938873718467,0.34481159359802127,0.0012621038140747123,28.8000000000006
45,12428.0,33.0,9.8,140.0,162.7400055,AAPL,24/02/2022,20/01/2023,0.030872,33.839,1.30952381,0.049574636,8.33995565904803,0.34481159359802127,0.0012621038140747123,33.0000000000012
46,1220.0,34.6,7.84,140.0,166.2299957,AAPL,03/03/2022,18/11/2022,0.028005,35.469,1.031746032,0.050839719,6.624237259483607,0.3664569292111289,0.0012581607794148106,34.5999999999821
47,12433.0,36.85,9.0,140.0,166.2299957,AAPL,03/03/2022,20/01/2023,0.030872,34.619,1.281746032,0.049701144,7.020451150953733,0.3664569292111289,0.0012581607794148106,36.8499999999659
48,1221.0,32.6,8.95,140.0,163.1699982,AAPL,04/03/2022,18/11/2022,0.028005,35.944,1.027777778,0.050857792,6.649904187752838,0.36494206656946904,0.0013195605418763008,32.5999999999999
49,12434.0,34.2,10.3,140.0,163.1699982,AAPL,04/03/2022,20/01/2023,0.030872,34.949,1.277777778,0.049719217,7.887577563892762,0.36494206656946904,0.0013195605418763008,34.1999999999989
50,1222.0,30.5,10.1,140.0,159.3000031,AAPL,07/03/2022,18/11/2022,0.028005,37.171,1.015873016,0.05091201,5.95676107308887,0.3663453336389841,0.0013455328427686543,30.4999999999997
51,12435.0,32.35,11.4,140.0,159.3000031,AAPL,07/03/2022,20/01/2023,0.030872,35.969,1.265873016,0.049773435,6.898817001149638,0.3663453336389841,0.0013455328427686543,32.3499999999994
52,1223.0,31.0,10.0,140.0,157.4400024,AAPL,08/03/2022,18/11/2022,0.028005,36.083,1.011904762,0.050930082,3.4723305199891286,0.35133818998991106,0.0015503565043102098,31.0
53,12436.0,30.4,11.35,140.0,157.4400024,AAPL,08/03/2022,20/01/2023,0.030872,34.953,1.261904762,0.049791507,6.915848656697676,0.35133818998991106,0.0015503565043102098,30.4000000000003
54,1224.0,29.75,8.45,140.0,162.9499969,AAPL,09/03/2022,18/11/2022,0.028005,35.099,1.007936508,0.050948155,8.657871736800558,0.3496379020463973,0.0011516866573555936,29.7500000000004
55,12437.0,33.75,9.51,140.0,162.9499969,AAPL,09/03/2022,20/01/2023,0.030872,34.352,1.257936508,0.04980958,7.212852804221427,0.3496379020463973,0.0011516866573555936,33.7500000000011
56,1227.0,23.5,11.7,140.0,150.6199951,AAPL,14/03/2022,18/11/2022,0.025954,36.088,0.988095238,0.050830695,5.677911607390001,0.3396510980976577,0.0013440813213694489,23.4999999999982
57,12440.0,25.25,13.4,140.0,150.6199951,AAPL,14/03/2022,20/01/2023,0.030872,35.259,1.238095238,0.049899943,7.157555428306097,0.3396510980976577,0.0013440813213694489,25.2499999999976
58,1228.0,24.77,10.18,140.0,155.0899963,AAPL,15/03/2022,18/11/2022,0.025954,35.198,0.984126984,0.050779494,7.324343803896596,0.33548969083698066,0.0011985653491540928,24.7700000000003
59,12441.0,27.89,11.5,140.0,155.0899963,AAPL,15/03/2022,20/01/2023,0.030872,34.506,1.234126984,0.049918015,7.064428644890768,0.33548969083698066,0.0011985653491540928,27.8900000000004
60,1229.0,28.05,8.61,140.0,159.5899963,AAPL,16/03/2022,18/11/2022,0.025954,33.876,0.98015873,0.050728292,6.94082033662346,0.3375980065812185,0.0012493689842014378,28.0499999999041
61,12442.0,30.05,9.92,140.0,159.5899963,AAPL,16/03/2022,20/01/2023,0.030872,33.376,1.23015873,0.049936088,7.8012778755828265,0.3375980065812185,0.0012493689842014378,30.0499999998174
62,1232.0,32.52,7.02,140.0,165.3800049,AAPL,21/03/2022,18/11/2022,0.025954,34.035,0.96031746,0.050472284,6.503898227535302,0.3514386156509781,0.0011776635600092426,32.5200000000795
63,12445.0,34.5,8.25,140.0,165.3800049,AAPL,21/03/2022,20/01/2023,0.029439,33.454,1.21031746,0.050026451,7.355187703305688,0.3514386156509781,0.0011776635600092426,34.5000000001642
64,1233.0,35.36,5.75,140.0,168.8200073,AAPL,22/03/2022,18/11/2022,0.025954,33.288,0.956349206,0.050421083,5.800652105542156,0.3554118511109102,0.0011269148093605366,35.3599999999889
65,12446.0,37.4,6.95,140.0,168.8200073,AAPL,22/03/2022,20/01/2023,0.029439,32.577,1.206349206,0.050044524,6.571901417291144,0.3554118511109102,0.0011269148093605366,37.3999999999794
66,1234.0,38.2,5.6,140.0,170.2100067,AAPL,23/03/2022,18/11/2022,0.025954,34.68,0.952380952,0.050369881,4.167448793486102,0.370128680994505,0.0011334923112608507,38.1999999999998
67,12447.0,39.55,6.9,140.0,170.2100067,AAPL,23/03/2022,20/01/2023,0.029439,33.894,1.202380952,0.050062596,5.738588948943374,0.370128680994505,0.0011334923112608507,39.5500000000007
68,1235.0,39.35,5.3,140.0,174.0700073,AAPL,24/03/2022,18/11/2022,0.025954,34.633,0.948412698,0.050318679,6.54429265787175,0.3767186808464712,0.0011029041656221456,39.3499999999719
69,12448.0,41.5,6.4,140.0,174.0700073,AAPL,24/03/2022,20/01/2023,0.029439,33.732,1.198412698,0.050080669,7.125254804996047,0.3767186808464712,0.0011029041656221456,41.4999999999384
70,1238.0,42.7,4.2,140.0,175.6000061,AAPL,29/03/2022,18/11/2022,0.025954,34.167,0.928571429,0.050062671,3.4591990227877147,0.3893579591849792,0.0010363849782491434,42.7000000001271
71,12451.0,45.56,5.17,140.0,175.6000061,AAPL,29/03/2022,20/01/2023,0.029439,33.35,1.178571429,0.050171032,3.248233684475025,0.3893579591849792,0.0010363849782491434,45.5600000001837
72,1241.0,39.11,5.05,140.0,174.6100006,AAPL,01/04/2022,18/11/2022,0.025954,34.151,0.916666667,0.049909067,6.810692317071613,0.37229804113508613,0.001090575679242786,39.1099999999998
73,12454.0,40.55,6.09,140.0,174.6100006,AAPL,01/04/2022,20/01/2023,0.029439,33.362,1.166666667,0.05022525,8.117739157398148,0.37229804113508613,0.001090575679242786,40.5499999999983
74,1242.0,41.92,4.3,140.0,178.4400024,AAPL,04/04/2022,18/11/2022,0.025954,34.472,0.904761905,0.049755462,6.982609665140188,0.390070269694017,0.0010134003220310433,41.9200000000003
75,12455.0,45.0,5.25,140.0,178.4400024,AAPL,04/04/2022,20/01/2023,0.029439,33.549,1.154761905,0.050279468,6.587043745498306,0.390070269694017,0.0010134003220310433,44.9999999999992
76,1244.0,37.58,5.5,140.0,175.0599976,AAPL,06/04/2022,18/11/2022,0.025954,35.664,0.896825397,0.049653059,9.077447374931154,0.3799213618234082,0.0010305888425082984,37.5800000000001
77,12457.0,40.75,6.6,140.0,175.0599976,AAPL,06/04/2022,20/01/2023,0.029439,34.607,1.146825397,0.050315613,8.759791616976003,0.3799213618234082,0.0010305888425082984,40.7500000000005
78,1245.0,38.7,5.5,140.0,171.8300018,AAPL,07/04/2022,18/11/2022,0.025954,35.4,0.892857143,0.049601857,4.694942514529657,0.38314835012913606,0.0010581525739338322,38.6999999999596
79,12458.0,40.85,6.6,140.0,171.8300018,AAPL,07/04/2022,20/01/2023,0.029439,34.437,1.142857143,0.050333686,5.406137454726434,0.38314835012913606,0.0010581525739338322,40.8499999999044
80,1246.0,37.43,5.55,140.0,172.1399994,AAPL,08/04/2022,18/11/2022,0.025954,34.714,0.888888889,0.049550656,6.292477720346454,0.3705122290987421,0.001089707323158309,37.4299999999998
81,12459.0,38.5,6.7,140.0,172.1399994,AAPL,08/04/2022,20/01/2023,0.029439,33.887,1.138888889,0.050351758,8.142453344496403,0.3705122290987421,0.001089707323158309,38.5000000000014
82,1248.0,34.5,6.05,140.0,165.75,AAPL,12/04/2022,18/11/2022,0.023001,34.958,0.873015873,0.049345849,3.203094606351385,0.36147930134516804,0.001086389981626421,34.5
83,12461.0,35.8,7.29,140.0,165.75,AAPL,12/04/2022,20/01/2023,0.029439,34.076,1.123015873,0.050424049,4.947495365824096,0.36147930134516804,0.001086389981626421,35.7999999999993
84,1249.0,36.45,5.46,140.0,167.6600037,AAPL,13/04/2022,18/11/2022,0.023001,34.51,0.869047619,0.049294648,2.54086920839282,0.36911175090274695,0.0010501643997966488,36.45
85,12462.0,38.35,6.48,140.0,167.6600037,AAPL,13/04/2022,20/01/2023,0.029439,33.74,1.119047619,0.050442121,3.473701207473624,0.36911175090274695,0.0010501643997966488,38.3500000000001
86,1250.0,33.8,6.08,140.0,170.3999939,AAPL,14/04/2022,18/11/2022,0.023001,34.475,0.865079365,0.049243446,8.518676965793986,0.35508750204307193,0.0011017784436179179,33.8000000001497
87,12463.0,34.23,7.53,140.0,170.3999939,AAPL,14/04/2022,20/01/2023,0.029439,33.887,1.115079365,0.050460194,11.359870434385698,0.35508750204307193,0.0011017784436179179,34.2300000002987
88,1251.0,31.47,6.46,140.0,165.0700073,AAPL,18/04/2022,18/11/2022,0.023001,34.35,0.849206349,0.04903864,5.770429294664268,0.353816111027071,0.0010493414426350723,31.4699999999705
89,12464.0,33.95,7.51,140.0,165.0700073,AAPL,18/04/2022,20/01/2023,0.028005,33.617,1.099206349,0.050532485,6.194366942793295,0.353816111027071,0.0010493414426350723,33.9499999999447
90,1252.0,33.46,5.48,140.0,165.0700073,AAPL,19/04/2022,18/11/2022,0.023001,33.667,0.845238095,0.048987438,2.7684812729504813,0.35077168383309765,0.0010439976063054553,33.4600000000002
91,12465.0,34.8,6.67,140.0,165.0700073,AAPL,19/04/2022,20/01/2023,0.028005,32.889,1.095238095,0.050550557,4.480429343034956,0.35077168383309765,0.0010439976063054553,34.8000000000007
92,1253.0,33.7,5.55,140.0,167.3999939,AAPL,20/04/2022,18/11/2022,0.023001,34.476,0.841269841,0.048936237,4.896566960256081,0.3536917877132977,0.0010434145752154424,33.6999999999997
93,12466.0,34.9,6.8,140.0,167.3999939,AAPL,20/04/2022,20/01/2023,0.028005,33.552,1.091269841,0.05056863,6.816455159232987,0.3536917877132977,0.0010434145752154424,34.8999999999989
94,1254.0,36.25,6.15,140.0,167.2299957,AAPL,21/04/2022,18/11/2022,0.023001,35.026,0.837301587,0.048885035,2.7447147671109633,0.36230074648555577,0.0011393657969465292,36.2499999999999
95,12467.0,35.0,7.3,140.0,167.2299957,AAPL,21/04/2022,20/01/2023,0.028005,33.986,1.087301587,0.050586702,7.022472690643099,0.36230074648555577,0.0011393657969465292,34.9999999999989
96,1256.0,29.4,7.48,140.0,162.8800049,AAPL,25/04/2022,18/11/2022,0.023001,36.708,0.821428571,0.048680229,6.447779286472979,0.36034645553195016,0.0010206900307895297,29.4000000000003
97,12469.0,32.68,8.55,140.0,162.8800049,AAPL,25/04/2022,20/01/2023,0.028005,35.652,1.071428571,0.050658993,6.146311623077992,0.36034645553195016,0.0010206900307895297,32.6800000000011
98,1258.0,26.5,8.5,140.0,156.8000031,AAPL,27/04/2022,18/11/2022,0.023001,37.195,0.813492063,0.048577825,4.224588192930014,0.3559438715356621,0.0009974545372658213,26.4999999999998
99,12471.0,29.31,10.45,140.0,156.8000031,AAPL,27/04/2022,20/01/2023,0.028005,35.901,1.063492063,0.050695138,5.288084286645358,0.3559438715356621,0.0009974545372658213,29.3099999999992
100,1259.0,28.7,7.0,140.0,156.5700073,AAPL,28/04/2022,18/11/2022,0.023001,36.733,0.80952381,0.048526624,0.2630687803218166,0.35576537369869565,0.0009320980418706437,28.6999999999992
101,12472.0,33.35,8.1,140.0,156.5700073,AAPL,28/04/2022,20/01/2023,0.028005,35.299,1.05952381,0.050713211,-1.3560593262815246,0.35576537369869565,0.0009320980418706437,33.3499999999981
102,1260.0,29.0,9.0,140.0,163.6399994,AAPL,29/04/2022,18/11/2022,0.023001,37.506,0.805555556,0.048475422,9.001584479760226,0.3597284407625102,0.0012312694341555972,28.9999999999998
103,12473.0,29.3,10.15,140.0,163.6399994,AAPL,29/04/2022,20/01/2023,0.028005,36.263,1.055555556,0.050731283,11.789761384092373,0.3597284407625102,0.0012312694341555972,29.2999999999997
104,1261.0,24.95,8.58,140.0,157.9600067,AAPL,02/05/2022,18/11/2022,0.023001,36.681,0.793650794,0.048321817,6.85744701963975,0.3451439907052258,0.0010266943946774976,24.9500000001235
105,12474.0,28.25,9.65,140.0,157.9600067,AAPL,02/05/2022,20/01/2023,0.028005,35.47,1.043650794,0.050785501,6.587114106862629,0.3451439907052258,0.0010266943946774976,28.250000000129
106,1262.0,27.95,7.5,140.0,157.9600067,AAPL,03/05/2022,18/11/2022,0.023001,35.912,0.78968254,0.048270616,2.74616040325634,0.3532352370870103,0.0010114092495080568,27.9500000000001
107,12475.0,29.95,9.2,140.0,157.9600067,AAPL,03/05/2022,20/01/2023,0.028005,34.858,1.03968254,0.050803574,4.412849026551044,0.3532352370870103,0.0010114092495080568,29.9499999999985
108,1263.0,31.65,6.47,140.0,159.4799957,AAPL,04/05/2022,18/11/2022,0.023001,35.751,0.785714286,0.048219414,-0.49508980923096146,0.3676313916558759,0.0009737786334484494,31.6499999999922
109,12476.0,34.72,7.45,140.0,159.4799957,AAPL,04/05/2022,20/01/2023,0.028005,34.919,1.035714286,0.050821646,-0.6114506773647008,0.3676313916558759,0.0009737786334484494,34.7199999999699
110,1264.0,26.15,9.2,140.0,166.0200043,AAPL,05/05/2022,18/11/2022,0.023001,37.975,0.781746032,0.048168213,14.24372723091372,0.35688230558758305,0.0011224134065944923,26.1500000000001
111,12477.0,28.0,10.39,140.0,166.0200043,AAPL,05/05/2022,20/01/2023,0.028005,36.776,1.031746032,0.050839719,15.564245859483634,0.35688230558758305,0.0011224134065944923,27.9999999999993
112,1265.0,27.95,8.92,140.0,156.7700043,AAPL,06/05/2022,18/11/2022,0.023001,37.445,0.777777778,0.048117011,2.8825831487355345,0.35864872814361026,0.0011787053245599804,27.95
113,12478.0,28.72,10.03,140.0,156.7700043,AAPL,06/05/2022,20/01/2023,0.028005,36.484,1.027777778,0.050857792,5.209910287752848,0.35864872814361026,0.0011787053245599804,28.72
114,1266.0,23.3,10.5,140.0,152.0599976,AAPL,09/05/2022,18/11/2022,0.023001,38.306,0.765873016,0.047963406,4.309430169894625,0.35601212298007734,0.001130912926578837,23.2999999999922
115,12479.0,25.7,11.65,140.0,152.0599976,AAPL,09/05/2022,20/01/2023,0.028005,37.027,1.015873016,0.05091201,5.066755573088898,0.35601212298007734,0.001130912926578837,25.6999999999725
116,1267.0,24.2,8.88,140.0,152.0599976,AAPL,10/05/2022,18/11/2022,0.023001,37.639,0.761904762,0.047912205,1.7584768869624838,0.35022373371430976,0.0009816467854774948,24.1999999999997
117,12480.0,26.85,10.75,140.0,152.0599976,AAPL,10/05/2022,20/01/2023,0.028005,36.335,1.011904762,0.050930082,2.9923257199891395,0.35022373371430976,0.0009816467854774948,26.8499999999993
118,1268.0,19.6,12.34,140.0,154.5099945,AAPL,11/05/2022,18/11/2022,0.023001,38.204,0.757936508,0.047861003,12.237568165295727,0.34669706920350135,0.0012286371297943613,19.6
119,12481.0,21.78,13.55,140.0,154.5099945,AAPL,11/05/2022,20/01/2023,0.028005,36.835,1.007936508,0.050948155,13.287869336800583,0.34669706920350135,0.0012286371297943613,21.7800000000006
120,1269.0,17.28,13.95,140.0,146.5,AAPL,12/05/2022,18/11/2022,0.023001,38.2,0.753968254,0.047809802,8.126715946124762,0.33278237725982407,0.001595065007324896,17.2800000000168
121,12482.0,18.8,15.09,140.0,146.5,AAPL,12/05/2022,20/01/2023,0.028005,36.763,1.003968254,0.050966227,9.773397843575935,0.33278237725982407,0.001595065007324896,18.7999999999787
122,1270.0,19.15,11.17,140.0,142.5599976,AAPL,13/05/2022,18/11/2022,0.023001,36.248,0.75,0.0477586,-0.49409643869276465,0.3329163656751869,0.0011260991899587438,19.15
123,12483.0,21.25,12.71,140.0,142.5599976,AAPL,13/05/2022,20/01/2023,0.028005,34.966,1.0,0.0509843,0.9788949965459324,0.3329163656751869,0.0011260991899587438,21.2499999999994
124,1271.0,17.88,11.14,140.0,145.5399933,AAPL,16/05/2022,18/11/2022,0.023001,35.884,0.738095238,0.047604995,3.6337567860442164,0.3266015901462688,0.0009854728760025134,17.8285044477155
125,7271.0,18.5,12.05,140.0,145.5399933,AAPL,16/05/2022,16/12/2022,0.023001,34.261,0.849206349,0.04903864,4.800415294664276,0.3266015901462688,0.0009854728760025134,18.597466780946
126,12484.0,20.75,12.95,140.0,145.5399933,AAPL,16/05/2022,20/01/2023,0.025953,34.733,0.988095238,0.050830695,4.597909807389982,0.3266015901462688,0.0009854728760025134,20.7046683046678
127,1272.0,19.6,9.85,140.0,145.5399933,AAPL,17/05/2022,18/11/2022,0.023001,34.738,0.734126984,0.047553794,0.5931386057688428,0.3228708911770958,0.0010748405787733243,19.5999999999999
128,12485.0,21.9,11.15,140.0,145.5399933,AAPL,17/05/2022,20/01/2023,0.025953,33.764,0.984126984,0.050779494,1.6143408038965958,0.3228708911770958,0.0010748405787733243,21.9000000000002
129,1273.0,15.25,13.55,140.0,149.2400055,AAPL,18/05/2022,18/11/2022,0.023001,36.396,0.73015873,0.047502592,12.312580541693904,0.32777423308552006,0.001196246244423332,15.2740065569201
130,7273.0,16.21,14.26,140.0,149.2400055,AAPL,18/05/2022,16/12/2022,0.023001,35.8,0.841269841,0.048936237,12.936578560256066,0.32777423308552006,0.001196246244423332,16.1714056473463
131,12486.0,17.4,15.1,140.0,149.2400055,AAPL,18/05/2022,20/01/2023,0.025953,35.415,0.98015873,0.050728292,13.730829536623446,0.32777423308552006,0.001196246244423332,17.4147920438495
132,1274.0,12.75,14.83,140.0,140.8200073,AAPL,19/05/2022,18/11/2022,0.023001,35.471,0.726190476,0.04745139,7.642060129290343,0.31667195269618115,0.0012293340832854412,12.7915118465615
133,7274.0,13.88,15.48,140.0,140.8200073,AAPL,19/05/2022,16/12/2022,0.023001,35.101,0.837301587,0.048885035,8.034726367110949,0.31667195269618115,0.0012293340832854412,13.814172812508
134,12487.0,15.09,16.15,140.0,140.8200073,AAPL,19/05/2022,20/01/2023,0.025953,34.592,0.976190476,0.05067709,8.637353575872254,0.31667195269618115,0.0012293340832854412,15.1147621575034
135,1275.0,13.05,14.75,140.0,137.3500061,AAPL,20/05/2022,18/11/2022,0.023001,35.55,0.722222222,0.047400189,3.761584901921367,0.31656122978578666,0.001284986765442621,13.0167100624756
136,7275.0,13.4,15.7,140.0,137.3500061,AAPL,20/05/2022,16/12/2022,0.023001,34.945,0.833333333,0.048833833,5.232918244091763,0.31656122978578666,0.001284986765442621,13.4583845630124
137,12488.0,15.25,15.97,140.0,137.3500061,AAPL,20/05/2022,20/01/2023,0.025953,34.609,0.972222222,0.050625889,4.793920489915678,0.31656122978578666,0.001284986765442621,15.2251907335945
138,1276.0,16.21,12.15,140.0,143.1100006,AAPL,23/05/2022,18/11/2022,0.023001,35.776,0.71031746,0.047246584,3.6704460010531363,0.3257388242804385,0.0011510561557424252,16.322230516657
