,Unnamed: 0,call,put,strike,Share,symbol,trade date,exercise date,LIBOR Rate,Implied Volatility
79,79,18.3,22.481,160,159.8300018310547,JNJ,2021-01-06,2023-01-20,3.2972,21.713
80,80,18.23,22.305,160,160.3699951171875,JNJ,2021-01-07,2023-01-20,3.2972,22.132
81,81,19.4,22.668,160,160.0399932861328,JNJ,2021-01-08,2023-01-20,3.2972,22.89
82,82,17.85,22.331,160,159.3699951171875,JNJ,2021-01-11,2023-01-20,3.2972,22.493
83,83,16.15,22.582,160,158.1300048828125,JNJ,2021-01-12,2023-01-20,3.2972,22.197
84,84,16.15,22.679,160,157.88999938964844,JNJ,2021-01-13,2023-01-20,3.2972,22.576
85,85,18.25,22.655,160,160.64999389648438,JNJ,2021-01-14,2023-01-20,3.2972,22.512
86,86,18.5,22.275,160,160.3000030517578,JNJ,2021-01-15,2023-01-20,3.2972,22.63
87,87,20.65,23.532,160,162.77999877929688,JNJ,2021-01-19,2023-01-20,3.2972,24.013
88,88,19.68,23.04,160,162.3800048828125,JNJ,2021-01-20,2023-01-20,3.2972,23.227
89,89,19.5,23.07,160,161.72999572753906,JNJ,2021-01-21,2023-01-20,3.2972,23.963
90,90,21.0,23.989,160,163.5500030517578,JNJ,2021-01-22,2023-01-20,3.2972,24.032
91,91,23.0,25.096,160,165.97999572753906,JNJ,2021-01-25,2023-01-20,3.2972,24.483
92,92,26.7,24.654,160,170.47999572753906,JNJ,2021-01-26,2023-01-20,3.2972,24.642
93,93,24.63,24.993,160,167.8800048828125,JNJ,2021-01-27,2023-01-20,3.2972,24.825
94,94,,24.703,160,169.16000366210938,JNJ,2021-01-28,2023-01-20,3.2972,24.79
95,95,21.7,24.816,160,163.1300048828125,JNJ,2021-01-29,2023-01-20,3.2972,25.324
96,96,21.1,24.8,160,162.7100067138672,JNJ,2021-02-01,2023-01-20,3.2972,25.085
97,97,19.8,23.747,160,161.25,JNJ,2021-02-02,2023-01-20,3.2972,24.072
98,98,19.0,23.781,160,160.5,JNJ,2021-02-03,2023-01-20,3.2972,24.238
99,99,19.18,23.038,160,161.99000549316406,JNJ,2021-02-04,2023-01-20,3.2972,22.855
100,100,21.08,23.71,160,164.4499969482422,JNJ,2021-02-05,2023-01-20,3.2972,22.744
101,101,20.82,23.685,160,164.9199981689453,JNJ,2021-02-08,2023-01-20,3.2972,23.802
102,102,22.25,23.869,160,166.27000427246094,JNJ,2021-02-09,2023-01-20,3.2972,24.119
103,103,,24.633,160,166.80999755859375,JNJ,2021-02-10,2023-01-20,3.2972,23.753
104,104,20.95,23.886,160,166.05999755859375,JNJ,2021-02-11,2023-01-20,3.2972,24.567
105,105,22.0,24.331,160,166.5800018310547,JNJ,2021-02-12,2023-01-20,3.2972,24.389
106,106,21.5,24.076,160,165.07000732421875,JNJ,2021-02-16,2023-01-20,3.2972,24.51
107,107,21.7,24.483,160,165.66000366210938,JNJ,2021-02-17,2023-01-20,3.2972,24.459
108,108,21.8,23.811,160,165.74000549316406,JNJ,2021-02-18,2023-01-20,3.2972,23.62
109,109,20.25,22.968,160,162.97999572753906,JNJ,2021-02-19,2023-01-20,3.2972,23.818
110,110,19.3,23.593,160,161.8699951171875,JNJ,2021-02-22,2023-01-20,3.2972,23.947
111,111,19.4,23.234,160,,JNJ,2021-02-23,2023-01-20,3.2972,24.415
112,112,21.5,24.115,160,162.58999633789062,JNJ,2021-02-24,2023-01-20,3.2972,24.151
113,113,,24.04,160,162.75999450683594,JNJ,2021-02-25,2023-01-20,3.2972,24.179
114,114,18.67,23.795,160,158.4600067138672,JNJ,2021-02-26,2023-01-20,3.2972,23.169
115,115,18.17,23.011,160,159.32000732421875,JNJ,2021-03-01,2023-01-20,3.2972,23.68
116,116,17.9,21.91,160,159.02000427246094,JNJ,2021-03-02,2023-01-20,3.2972,23.787
117,117,16.5,23.359,160,156.22000122070312,JNJ,2021-03-03,2023-01-20,3.2972,23.27
118,118,14.05,22.224,160,153.07000732421875,JNJ,2021-03-04,2023-01-20,3.2972,22.673
119,119,16.2,22.461,160,156.10000610351562,JNJ,2021-03-05,2023-01-20,3.2972,23.43
120,120,16.72,22.56,160,157.39999389648438,JNJ,2021-03-08,2023-01-20,3.2972,22.85
121,121,16.48,22.247,160,157.6999969482422,JNJ,2021-03-09,2023-01-20,3.2972,22.046
122,122,17.18,21.725,160,159.14999389648438,JNJ,2021-03-10,2023-01-20,3.2972,23.307
123,123,17.22,22.99,160,159.13999938964844,JNJ,2021-03-11,2023-01-20,3.2972,23.328
124,124,17.28,22.343,160,159.60000610351562,JNJ,2021-03-12,2023-01-20,3.2972,22.68
125,125,17.25,22.885,160,160.4199981689453,JNJ,2021-03-15,2023-01-20,3.2972,22.465
126,126,17.3,21.193,160,161.3699951171875,JNJ,2021-03-16,2023-01-20,3.2972,21.507
127,127,,22.502,160,160.77000427246094,JNJ,2021-03-17,2023-01-20,3.2972,22.666
128,128,,21.017,160,160.47000122070312,JNJ,2021-03-18,2023-01-20,3.2972,22.445
129,129,16.55,20.637,160,160.0399932861328,JNJ,2021-03-19,2023-01-20,3.2972,22.646
130,130,16.42,20.015,160,160.5,JNJ,2021-03-22,2023-01-20,3.2972,21.674
131,131,16.1,20.364,160,160.35000610351562,JNJ,2021-03-23,2023-01-20,3.2972,20.958
132,132,16.53,20.956,160,161.91000366210938,JNJ,2021-03-24,2023-01-20,3.2972,20.906
133,133,16.63,20.309,160,161.97000122070312,JNJ,2021-03-25,2023-01-20,3.2972,20.907
134,134,18.0,20.13,160,164.92999267578125,JNJ,2021-03-26,2023-01-20,3.2972,19.748
135,135,19.0,20.068,160,166.0399932861328,JNJ,2021-03-29,2023-01-20,3.2972,19.574
136,136,,19.506,160,166.0399932861328,JNJ,2021-03-30,2023-01-20,3.2972,19.331
137,137,,19.852,160,165.00999450683594,JNJ,2021-03-31,2023-01-20,3.2972,19.408
138,138,16.8,18.963,160,164.35000610351562,JNJ,2021-04-01,2023-01-20,3.2972,19.541
139,139,15.95,19.303,160,163.42999267578125,JNJ,2021-04-05,2023-01-20,3.2972,19.673
140,140,16.28,19.659,160,163.42999267578125,JNJ,2021-04-06,2023-01-20,3.2972,20.116
141,141,16.5,18.984,160,163.38999938964844,JNJ,2021-04-07,2023-01-20,3.2972,18.903
142,142,15.8,19.034,160,163.61000061035156,JNJ,2021-04-08,2023-01-20,3.2972,18.999
143,143,14.4,19.323,160,162.97000122070312,JNJ,2021-04-09,2023-01-20,3.2972,18.535
144,144,14.9,20.104,160,161.63999938964844,JNJ,2021-04-12,2023-01-20,3.2972,18.675
145,145,14.2,19.508,160,161.63999938964844,JNJ,2021-04-13,2023-01-20,3.2972,19.121
146,146,13.9,18.102,160,159.47999572753906,JNJ,2021-04-14,2023-01-20,3.2972,18.986
147,147,14.3,19.741,160,159.9199981689453,JNJ,2021-04-15,2023-01-20,3.2972,19.779
148,148,15.2,18.064,160,160.38999938964844,JNJ,2021-04-16,2023-01-20,3.2972,19.388
149,149,15.05,20.056,160,162.69000244140625,JNJ,2021-04-19,2023-01-20,3.2972,19.191
150,150,18.0,19.856,160,162.69000244140625,JNJ,2021-04-20,2023-01-20,3.2972,18.951
151,151,17.9,19.816,160,166.47999572753906,JNJ,2021-04-21,2023-01-20,3.2972,19.595
152,152,17.25,20.689,160,166.58999633789062,JNJ,2021-04-22,2023-01-20,3.2972,19.269
153,153,17.85,19.61,160,165.17999267578125,JNJ,2021-04-23,2023-01-20,3.2972,20.161
154,154,16.69,20.155,160,164.1199951171875,JNJ,2021-04-26,2023-01-20,3.2972,19.765
155,155,16.2,19.727,160,164.1199951171875,JNJ,2021-04-27,2023-01-20,3.2972,20.515
156,156,15.6,19.868,160,163.17999267578125,JNJ,2021-04-28,2023-01-20,3.2972,19.769
157,157,15.7,20.014,160,161.97999572753906,JNJ,2021-04-29,2023-01-20,3.2972,19.632
158,158,15.8,19.657,160,164.1999969482422,JNJ,2021-04-30,2023-01-20,3.2972,19.838
159,159,16.9,19.55,160,165.2100067138672,JNJ,2021-05-03,2023-01-20,3.2972,19.453
160,160,17.5,20.427,160,165.2100067138672,JNJ,2021-05-04,2023-01-20,3.2972,19.623
161,161,18.17,19.644,160,167.77000427246094,JNJ,2021-05-05,2023-01-20,3.2972,19.292
162,162,17.5,19.581,160,167.07000732421875,JNJ,2021-05-06,2023-01-20,3.2972,19.736
163,163,19.35,19.571,160,167.74000549316406,JNJ,2021-05-07,2023-01-20,3.2972,20.096
164,164,20.1,19.3,160,170.27000427246094,JNJ,2021-05-10,2023-01-20,3.2972,19.498
165,165,19.8,19.709,160,170.27000427246094,JNJ,2021-05-11,2023-01-20,3.2972,19.644
166,166,19.03,19.48,160,168.8800048828125,JNJ,2021-05-12,2023-01-20,3.2972,19.465
167,167,20.0,19.405,160,168.1999969482422,JNJ,2021-05-13,2023-01-20,3.2972,20.265
168,168,20.3,19.931,160,169.9600067138672,JNJ,2021-05-14,2023-01-20,3.2972,19.871
169,169,20.32,19.723,160,170.38999938964844,JNJ,2021-05-17,2023-01-20,3.2972,20.831
170,170,20.36,19.969,160,170.38999938964844,JNJ,2021-05-18,2023-01-20,3.2972,19.958
171,171,19.75,19.972,160,170.4499969482422,JNJ,2021-05-19,2023-01-20,3.2972,19.429
172,172,21.0,19.256,160,170.0800018310547,JNJ,2021-05-20,2023-01-20,3.2972,20.205
173,173,21.0,20.004,160,171.07000732421875,JNJ,2021-05-21,2023-01-20,3.2972,20.184
174,174,20.8,19.571,160,170.5500030517578,JNJ,2021-05-24,2023-01-20,3.2972,19.786
175,175,20.35,19.071,160,170.5500030517578,JNJ,2021-05-25,2023-01-20,3.2972,19.804
176,176,19.5,20.164,160,170.0800018310547,JNJ,2021-05-26,2023-01-20,3.2972,20.221
177,177,,20.422,160,169.07000732421875,JNJ,2021-05-27,2023-01-20,3.2972,19.747
178,178,20.3,18.866,160,168.80999755859375,JNJ,2021-05-28,2023-01-20,3.2972,19.357
179,179,17.5,19.337,160,165.52999877929688,JNJ,2021-06-01,2023-01-20,3.2972,18.382
180,180,17.5,19.841,160,165.52999877929688,JNJ,2021-06-02,2023-01-20,3.2972,20.19
181,181,,19.373,160,166.1999969482422,JNJ,2021-06-03,2023-01-20,3.2972,18.156
182,182,,19.342,160,166.0399932861328,JNJ,2021-06-04,2023-01-20,3.2972,19.051
183,183,17.0,19.032,160,164.83999633789062,JNJ,2021-06-07,2023-01-20,3.2972,19.711
184,184,15.5,19.471,160,164.83999633789062,JNJ,2021-06-08,2023-01-20,3.2972,19.466
185,185,16.55,19.159,160,163.38999938964844,JNJ,2021-06-09,2023-01-20,3.2972,18.266
186,186,17.8,19.968,160,165.58999633789062,JNJ,2021-06-10,2023-01-20,3.2972,19.556
187,187,15.9,17.92,160,167.0800018310547,JNJ,2021-06-11,2023-01-20,3.2972,19.176
188,188,16.45,18.975,160,165.3699951171875,JNJ,2021-06-14,2023-01-20,3.2972,19.684
189,189,16.1,18.741,160,165.3699951171875,JNJ,2021-06-15,2023-01-20,3.2972,18.929
190,190,,18.938,160,164.49000549316406,JNJ,2021-06-16,2023-01-20,3.2972,18.716
191,191,16.4,19.129,160,164.42999267578125,JNJ,2021-06-17,2023-01-20,3.2972,18.684
192,192,14.7,19.196,160,165.22000122070312,JNJ,2021-06-18,2023-01-20,3.2972,20.186
193,193,15.68,18.576,160,163.83999633789062,JNJ,2021-06-21,2023-01-20,3.2972,18.673
194,194,14.73,18.518,160,163.83999633789062,JNJ,2021-06-22,2023-01-20,3.2972,18.199
195,195,14.86,18.372,160,163.6199951171875,JNJ,2021-06-23,2023-01-20,3.2972,18.76
196,196,14.94,18.214,160,162.6300048828125,JNJ,2021-06-24,2023-01-20,3.2972,18.774
197,197,15.8,18.48,160,163.3699951171875,JNJ,2021-06-25,2023-01-20,3.2972,18.789
198,198,15.39,17.737,160,164.02000427246094,JNJ,2021-06-28,2023-01-20,3.2972,17.934
199,199,15.0,18.457,160,164.02000427246094,JNJ,2021-06-29,2023-01-20,3.2972,18.777
200,200,15.43,18.721,160,164.02999877929688,JNJ,2021-06-30,2023-01-20,3.2972,18.807
201,201,16.1,18.718,160,164.74000549316406,JNJ,2021-07-01,2023-01-20,3.2972,18.634
202,202,18.01,18.869,160,165.9600067138672,JNJ,2021-07-02,2023-01-20,3.2972,19.293
203,203,17.25,18.782,160,167.97000122070312,JNJ,2021-07-06,2023-01-20,3.2972,18.666
204,204,18.5,19.258,160,167.97000122070312,JNJ,2021-07-07,2023-01-20,3.2972,19.268
205,205,18.55,19.542,160,169.41000366210938,JNJ,2021-07-08,2023-01-20,3.2972,19.448
206,206,19.1,19.399,160,169.0800018310547,JNJ,2021-07-09,2023-01-20,3.2972,19.323
207,207,19.2,19.409,160,169.47999572753906,JNJ,2021-07-12,2023-01-20,3.2972,19.374
208,208,18.6,19.388,160,169.47999572753906,JNJ,2021-07-13,2023-01-20,3.2972,19.377
209,209,19.33,19.395,160,169.27000427246094,JNJ,2021-07-14,2023-01-20,3.2972,19.423
210,210,18.45,19.475,160,170.4199981689453,JNJ,2021-07-15,2023-01-20,3.2972,19.467
211,211,18.0,19.093,160,168.3699951171875,JNJ,2021-07-16,2023-01-20,3.2972,18.809
212,212,16.9,20.712,160,166.8800048828125,JNJ,2021-07-19,2023-01-20,3.2972,20.228
213,213,18.8,19.625,160,166.8800048828125,JNJ,2021-07-20,2023-01-20,3.2972,18.678
214,214,18.4,20.054,160,168.4499969482422,JNJ,2021-07-21,2023-01-20,3.2972,19.542
215,215,19.47,20.066,160,169.49000549316406,JNJ,2021-07-22,2023-01-20,3.2972,19.439
216,216,20.1,19.166,160,169.97999572753906,JNJ,2021-07-23,2023-01-20,3.2972,19.808
217,217,19.76,19.513,160,171.8699951171875,JNJ,2021-07-26,2023-01-20,3.2972,19.127
218,218,20.65,19.376,160,171.8699951171875,JNJ,2021-07-27,2023-01-20,3.2972,19.352
219,219,21.2,19.725,160,172.66000366210938,JNJ,2021-07-28,2023-01-20,3.2972,19.945
220,220,20.25,19.321,160,172.17999267578125,JNJ,2021-07-29,2023-01-20,3.2972,18.985
221,221,,19.91,160,172.17999267578125,JNJ,2021-07-30,2023-01-20,3.2972,18.971
222,222,20.6,20.038,160,172.27000427246094,JNJ,2021-08-02,2023-01-20,3.2972,20.295
223,223,21.75,20.54,160,172.27000427246094,JNJ,2021-08-03,2023-01-20,3.2972,19.735
224,224,22.2,20.961,160,174.38999938964844,JNJ,2021-08-04,2023-01-20,3.2972,20.299
225,225,22.3,20.356,160,173.36000061035156,JNJ,2021-08-05,2023-01-20,3.2972,20.291
226,226,21.4,20.192,160,173.69000244140625,JNJ,2021-08-06,2023-01-20,3.2972,20.462
227,227,21.7,20.411,160,173.7100067138672,JNJ,2021-08-09,2023-01-20,3.2972,19.82
228,228,21.9,21.051,160,173.7100067138672,JNJ,2021-08-10,2023-01-20,3.2972,20.062
229,229,,20.938,160,173.77000427246094,JNJ,2021-08-11,2023-01-20,3.2972,19.655
230,230,22.82,20.793,160,173.8000030517578,JNJ,2021-08-12,2023-01-20,3.2972,20.526
231,231,23.35,20.385,160,175.1999969482422,JNJ,2021-08-13,2023-01-20,3.2972,20.026
232,232,24.8,20.718,160,177.83999633789062,JNJ,2021-08-16,2023-01-20,3.2972,20.85
233,233,25.4,21.765,160,177.83999633789062,JNJ,2021-08-17,2023-01-20,3.2972,21.058
234,234,24.46,21.103,160,179.47000122070312,JNJ,2021-08-18,2023-01-20,3.2972,21.223
235,235,25.37,21.194,160,177.19000244140625,JNJ,2021-08-19,2023-01-20,3.2972,21.199
236,236,25.88,21.548,160,178.57000732421875,JNJ,2021-08-20,2023-01-20,3.2972,19.852
237,237,25.4,20.617,160,177.61000061035156,JNJ,2021-08-23,2023-01-20,3.2972,20.72
238,238,23.5,20.624,160,177.61000061035156,JNJ,2021-08-24,2023-01-20,3.2972,21.227
239,239,22.65,20.185,160,175.38999938964844,JNJ,2021-08-25,2023-01-20,3.2972,20.422
240,240,,19.85,160,174.22999572753906,JNJ,2021-08-26,2023-01-20,3.2972,20.227
241,241,21.48,19.897,160,173.3000030517578,JNJ,2021-08-27,2023-01-20,3.2972,20.356
242,242,21.7,20.328,160,173.66000366210938,JNJ,2021-08-30,2023-01-20,3.2972,19.728
243,243,,20.332,160,173.66000366210938,JNJ,2021-08-31,2023-01-20,3.2972,19.448
244,244,20.92,19.565,160,173.1300048828125,JNJ,2021-09-01,2023-01-20,3.2972,20.536
245,245,22.05,19.908,160,173.74000549316406,JNJ,2021-09-02,2023-01-20,3.2972,19.693
246,246,22.2,19.899,160,174.92999267578125,JNJ,2021-09-03,2023-01-20,3.2972,19.658
247,247,20.27,20.245,160,172.32000732421875,JNJ,2021-09-07,2023-01-20,3.2972,19.767
248,248,20.3,19.852,160,172.32000732421875,JNJ,2021-09-08,2023-01-20,3.2972,19.993
249,249,17.72,19.223,160,171.89999389648438,JNJ,2021-09-09,2023-01-20,3.2972,20.233
250,250,17.6,19.032,160,168.07000732421875,JNJ,2021-09-10,2023-01-20,3.2972,20.4
251,251,16.5,20.249,160,165.8000030517578,JNJ,2021-09-13,2023-01-20,3.2972,20.209
252,252,15.95,20.129,160,165.8000030517578,JNJ,2021-09-14,2023-01-20,3.2972,20.858
253,253,16.5,20.357,160,164.8000030517578,JNJ,2021-09-15,2023-01-20,3.2972,20.104
254,254,16.23,20.18,160,165.4199981689453,JNJ,2021-09-16,2023-01-20,3.2972,20.295
255,255,15.5,20.439,160,165.22000122070312,JNJ,2021-09-17,2023-01-20,3.2972,19.789
256,256,15.35,21.267,160,163.80999755859375,JNJ,2021-09-20,2023-01-20,3.2972,21.491
257,257,16.55,21.654,160,163.80999755859375,JNJ,2021-09-21,2023-01-20,3.2972,21.308
258,258,15.95,21.185,160,164.52999877929688,JNJ,2021-09-22,2023-01-20,3.2972,20.931
259,259,16.35,20.91,160,163.92999267578125,JNJ,2021-09-23,2023-01-20,3.2972,21.097
260,260,15.85,20.814,160,164.86000061035156,JNJ,2021-09-24,2023-01-20,3.2972,20.809
261,261,15.25,20.793,160,163.1699981689453,JNJ,2021-09-27,2023-01-20,3.2972,21.013
262,262,15.42,20.852,160,163.1699981689453,JNJ,2021-09-28,2023-01-20,3.2972,20.767
263,263,15.55,21.022,160,162.80999755859375,JNJ,2021-09-29,2023-01-20,3.2972,20.77
264,264,14.54,20.697,160,164.02000427246094,JNJ,2021-09-30,2023-01-20,3.2972,20.672
265,265,13.96,21.3,160,161.5,JNJ,2021-10-01,2023-01-20,3.2972,20.59
266,266,12.74,20.504,160,159.22000122070312,JNJ,2021-10-04,2023-01-20,3.2972,20.875
267,267,13.22,20.486,160,159.22000122070312,JNJ,2021-10-05,2023-01-20,3.2972,20.179
268,268,12.9,20.71,160,159.5800018310547,JNJ,2021-10-06,2023-01-20,3.2972,20.601
269,269,,20.258,160,159.91000366210938,JNJ,2021-10-07,2023-01-20,3.2972,20.069
270,270,13.68,20.135,160,161.33999633789062,JNJ,2021-10-08,2023-01-20,3.2972,20.363
271,271,12.95,19.908,160,160.25,JNJ,2021-10-11,2023-01-20,3.2972,20.044
272,272,11.45,19.658,160,160.25,JNJ,2021-10-12,2023-01-20,3.2972,19.602
273,273,12.5,19.337,160,157.69000244140625,JNJ,2021-10-13,2023-01-20,3.2972,19.836
274,274,12.85,19.512,160,159.1999969482422,JNJ,2021-10-14,2023-01-20,3.2972,19.382
275,275,12.95,19.075,160,160.11000061035156,JNJ,2021-10-15,2023-01-20,3.2972,18.66
276,276,12.5,19.223,160,160.1199951171875,JNJ,2021-10-18,2023-01-20,3.2972,19.334
277,277,14.15,19.313,160,160.1199951171875,JNJ,2021-10-19,2023-01-20,3.2972,19.089
278,278,14.04,18.867,160,163.8699951171875,JNJ,2021-10-20,2023-01-20,3.2972,19.068
279,279,13.61,19.248,160,163.77999877929688,JNJ,2021-10-21,2023-01-20,3.2972,18.827
280,280,13.9,19.026,160,163.39999389648438,JNJ,2021-10-22,2023-01-20,3.2972,18.86
281,281,14.1,19.175,160,164.0800018310547,JNJ,2021-10-25,2023-01-20,3.2972,18.968
